SKU,Category,Date,Historical_Price,Recommended_Price,Historical_Volume,Simulated_Volume,Historical_Revenue,Simulated_Revenue,Historical_Margin,Simulated_Margin
SKU0027,Beauty & Personal Care,2025-01-09,630.7550000000001,636.99,41.2,40.83929203864072,25987.106000000007,26014.220635693753,5387.106000000005,5594.574616373393
SKU0028,Beauty & Personal Care,2025-01-09,711.1040000000002,837.49,49.40000000000001,41.96338158848532,35128.53760000002,35143.91244654057,3018.5376000000083,7867.714414025113
SKU0029,Beauty & Personal Care,2025-01-09,2147.9330000000004,2291.49,37.60000000000001,35.24918838533563,80762.28080000004,80773.16269311272,13082.28080000002,17324.6235995086
SKU0030,Beauty & Personal Care,2025-01-09,2765.723000000001,2750.99,41.400000000000006,41.62147190992382,114500.93220000005,114500.25300948131,23420.93220000004,22933.014807648917
SKU0031,Beauty & Personal Care,2025-01-09,507.0730000000001,568.99,30.300000000000004,27.119666294221524,15364.311900000004,15430.818924749105,1729.311900000003,3226.9690923494195
SKU0032,Sports & Fitness,2025-01-09,3682.069,3685.99,24.700000000000006,24.665768094840043,90947.10430000002,90917.77453989944,16847.104300000003,16920.470255379318
SKU0033,Sports & Fitness,2025-01-09,1096.9330000000002,1172.49,18.6,17.147811538732878,20402.953800000007,20105.637551048912,3662.9538000000043,4672.607166189322
SKU0034,Sports & Fitness,2025-01-09,1933.789,2384.99,26.700000000000006,20.54645864915499,51632.16630000001,49003.09841364815,3572.1663000000003,12019.472845169172
SKU0035,Sports & Fitness,2025-01-09,884.6510000000001,852.99,23.1,24.126637319289504,20435.438100000003,20579.780366980754,4265.438100000002,3691.1342434781013
SKU0036,Sports & Fitness,2025-01-09,3293.1580000000004,3236.99,28.600000000000005,29.23397885788689,94184.31880000002,94630.09722319127,19824.318800000012,18621.752192685362
SKU0037,Sports & Fitness,2025-01-09,585.0090000000001,735.49,35.00000000000001,26.732334379316622,20475.31500000001,19661.36461264358,1225.3150000000048,4958.58070401944
SKU0038,Books & Stationery,2025-01-09,554.9900000000001,545.49,38.8,39.5866687736718,21533.612000000005,21594.131949350234,4073.6120000000046,3780.131001197921
SKU0039,Books & Stationery,2025-01-09,356.61300000000006,300.49,53.2,64.71550634597642,18971.811600000005,19446.362501902455,3011.811600000003,31.710598109529034
SKU0040,Books & Stationery,2025-01-09,527.0520000000001,660.49,54.30000000000001,41.78023125772446,28618.923600000013,27595.42494341443,1468.9236000000076,6705.309314552199
SKU0041,Books & Stationery,2025-01-09,280.153,250.49,60.00000000000001,68.16488148500551,16809.180000000004,17074.621163179032,1809.1800000000014,33.400791927653316
SKU0042,Books & Stationery,2025-01-09,996.266,935.99,38.900000000000006,41.86669005235088,38754.74740000001,39186.8032220999,7634.747399999999,5693.451180219197
SKU0043,Books & Stationery,2025-01-09,710.4730000000001,872.49,40.900000000000006,32.11609689867966,29058.345700000005,28020.973383129014,2473.345700000003,7145.510398987238
SKU0044,Pet Supplies,2025-01-09,1790.6460000000002,1937.99,44.50000000000001,40.6712086874921,79683.74700000002,78820.3957242728,8483.74700000001,13746.461824285454
SKU0045,Pet Supplies,2025-01-09,1305.3490000000002,1400.49,60.90000000000001,57.39326129738359,79495.75410000002,80378.68851437274,12505.754100000013,17246.101087250794
SKU0046,Pet Supplies,2025-01-09,543.5200000000001,600.99,40.00000000000001,36.948560819349325,21740.800000000007,22205.715566820752,3740.8000000000043,5578.863198113555
SKU0047,Pet Supplies,2025-01-09,397.7000000000001,422.49,41.400000000000006,39.47498410360768,16464.780000000006,16677.78603393321,1974.7800000000045,2861.5415976705212
SKU0048,Pet Supplies,2025-01-09,1105.136,1107.49,48.90000000000001,48.79640957874902,54041.15040000001,54041.535644368756,10031.1504,10124.767023494634
SKU0049,Pet Supplies,2025-01-09,2115.8410000000003,2263.49,39.00000000000001,36.523010754917486,82517.79900000003,82669.46961364818,12317.799000000015,16928.050254796697
SKU0001,Electronics,2025-01-10,11246.794000000002,10247.49,18.700000000000003,21.524025447613468,210315.04780000006,220567.23553416453,60715.047800000044,48375.03195325679
SKU0002,Electronics,2025-01-10,21631.874000000003,24492.99,20.000000000000007,15.58374889570714,432637.4800000002,381692.60586506606,72637.4800000001,101185.12574233754
SKU0003,Electronics,2025-01-10,37187.728,39173.49,22.700000000000003,19.909007950026183,844161.4256000002,779905.3238402711,163161.42560000008,182635.08533948564
SKU0004,Electronics,2025-01-10,13347.63,11064.49,14.700000000000005,19.73613929491625,196210.16100000005,218370.3158672079,63910.16100000001,40745.062212961646
SKU0005,Electronics,2025-01-10,7108.996000000001,8123.99,22.500000000000004,18.600239282469104,159952.41000000006,151108.15792838618,24952.410000000025,39506.72223357155
SKU0006,Electronics,2025-01-10,48625.789,49269.49,23.200000000000006,22.280875459459065,1128118.3048000003,1097767.3706410637,153718.30479999998,161970.60134378303
SKU0007,Electronics,2025-01-10,18206.742,14731.99,15.000000000000004,21.378439277463364,273101.13000000006,314946.9536511975,93101.13,58405.682321637134
SKU0008,Groceries,2025-01-10,698.6260000000001,785.49,49.30000000000001,43.43277563693227,34442.261800000015,34116.01093505393,7327.261800000006,10227.98433474118
SKU0009,Groceries,2025-01-10,1044.3270000000002,1141.99,49.30000000000001,45.816692978032506,51485.32110000002,52322.20521398334,9580.321100000014,13378.016182655712
SKU0010,Groceries,2025-01-10,612.0860000000001,484.49,56.000000000000014,72.38060095210237,34276.81600000001,35067.677355284075,10756.81600000001,4667.824955401083
SKU0011,Groceries,2025-01-10,643.3260000000001,694.99,47.20000000000001,44.03358644123931,30364.987200000014,30602.902240796906,5820.987200000008,7705.437291352467
SKU0012,Groceries,2025-01-10,441.5690000000001,409.99,42.60000000000001,45.91455658130965,18810.839400000008,18824.509052771144,3474.839400000004,2295.26868349967
SKU0013,Groceries,2025-01-10,347.6100000000001,280.49,52.400000000000006,64.84750719274082,18214.76400000001,18189.077292491875,3542.764000000007,31.775278524443593
SKU0014,Apparel,2025-01-10,601.931,655.49,36.400000000000006,32.951933186749336,21910.288400000005,21599.662684582323,3710.288400000002,5123.696091207655
SKU0015,Apparel,2025-01-10,1877.228,2121.99,30.000000000000007,25.81211613494668,56316.84000000002,54773.0523171955,8316.840000000004,13473.666501280812
SKU0016,Apparel,2025-01-10,2936.3570000000004,2763.99,37.60000000000001,40.52879380856133,110407.02320000004,112021.18079892543,27687.02320000002,22857.834420090498
SKU0017,Apparel,2025-01-10,3182.8310000000006,3698.99,37.10000000000001,30.62908458388161,118083.03010000005,113296.67758493223,14203.030100000025,27535.240750063724
SKU0018,Apparel,2025-01-10,2186.1160000000004,2689.99,30.600000000000005,23.618940967885116,66895.14960000002,63534.715014201276,8755.149600000015,18658.72717521956
SKU0019,Apparel,2025-01-10,1933.8720000000003,1891.99,26.600000000000005,27.32001917659262,51440.99520000002,51689.20308192147,11540.99520000001,10709.17431703254
SKU0020,Home & Kitchen,2025-01-10,6591.404,6440.49,18.300000000000004,18.899986309217176,120622.69320000004,121725.17282465013,29122.693200000016,27225.24127856425
SKU0021,Home & Kitchen,2025-01-10,4491.7970000000005,5413.99,13.900000000000002,10.734034287070877,62435.97830000002,58113.954289858855,9615.978300000008,17324.623998989522
SKU0022,Home & Kitchen,2025-01-10,4390.727000000001,3923.99,17.6,20.396516365690253,77276.79520000002,80035.7262538049,20956.795200000015,14766.873883596081
SKU0023,Home & Kitchen,2025-01-10,7643.484000000002,9175.49,32.0,24.532696747266836,244591.48800000007,225099.51367757938,36591.48800000007,65636.98482034494
SKU0024,Home & Kitchen,2025-01-10,2117.1470000000004,2338.49,24.700000000000003,21.82052729594292,52293.53090000001,51027.084876289555,7833.530900000011,11750.135743592298
SKU0025,Home & Kitchen,2025-01-10,1995.596,1746.49,27.000000000000004,31.74548883983609,53881.092000000004,55443.178803885334,16081.092000000002,10999.494428114807
SKU0026,Beauty & Personal Care,2025-01-10,1104.8290000000002,1181.49,37.10000000000001,34.93777793691091,40989.15590000001,41278.63525468087,7599.155900000008,9834.635111461053
SKU0027,Beauty & Personal Care,2025-01-10,622.845,638.49,32.2,31.4889386127662,20055.609000000004,20105.37241486509,3955.6090000000013,4360.903108481992
SKU0028,Beauty & Personal Care,2025-01-10,714.07,837.49,33.5,28.529145081098427,23921.345,23892.873713969122,2146.3450000000016,5348.929411255144
SKU0029,Beauty & Personal Care,2025-01-10,2160.858,2304.49,37.900000000000006,35.543056853841385,81896.51820000002,81908.61908910892,13676.51820000001,17931.116752194434
SKU0030,Beauty & Personal Care,2025-01-10,2797.3260000000005,2761.99,36.50000000000001,36.96788473191795,102102.39900000003,102104.92795071004,21802.399000000023,20775.58154049056
SKU0031,Beauty & Personal Care,2025-01-10,506.88400000000007,562.99,43.70000000000001,39.54199305220492,22150.830800000007,22261.74666846085,2485.830800000004,4467.849794968634
SKU0032,Sports & Fitness,2025-01-10,3588.582000000001,3676.99,19.300000000000004,18.69063188538668,69259.63260000003,68725.26653624796,11359.632600000017,12653.370880087923
SKU0033,Sports & Fitness,2025-01-10,1102.792,1173.99,22.6,20.9539173540936,24923.0992,24599.689434532345,4583.099199999999,5741.163815848106
SKU0034,Sports & Fitness,2025-01-10,1959.6380000000004,2389.99,38.400000000000006,30.06065320815444,75250.09920000003,71844.66056095703,6130.099200000015,17735.484786279034
SKU0035,Sports & Fitness,2025-01-10,863.7450000000001,856.49,27.300000000000004,27.57455484685445,23580.238500000007,23617.33048078237,4470.238500000004,4315.1420879842535
SKU0036,Sports & Fitness,2025-01-10,3270.5090000000005,3223.49,30.200000000000003,30.761563024608822,98769.37180000002,99159.59079419628,20249.371800000015,19179.52693021335
SKU0037,Sports & Fitness,2025-01-10,581.0020000000001,738.49,36.60000000000001,27.60583850807334,21264.67320000001,20386.635679827083,1134.6732000000027,5203.4245003867445
SKU0038,Books & Stationery,2025-01-10,549.2070000000001,515.49,62.10000000000001,66.79849417873066,34105.75470000001,34433.95576419387,6160.754700000008,4374.633383765072
SKU0039,Books & Stationery,2025-01-10,352.2060000000001,300.49,38.50000000000001,46.22678236140013,13559.931000000006,13890.685831777126,2009.9310000000032,22.651123357086487
SKU0040,Books & Stationery,2025-01-10,523.8610000000001,659.99,64.7,49.5194133508148,33893.80670000001,32682.31761740426,1543.8067000000067,7922.610941996861
SKU0041,Books & Stationery,2025-01-10,279.88,250.49,39.8,45.21049443262888,11139.223999999998,11324.776750429208,1189.2239999999997,22.15314227198856
SKU0042,Books & Stationery,2025-01-10,988.55,929.99,43.400000000000006,46.627631989955965,42903.07000000001,43363.23147433915,8183.069999999999,6061.1258823743765
SKU0043,Books & Stationery,2025-01-10,723.998,871.49,45.400000000000006,36.52253322372966,32869.50920000001,31829.022479148163,3359.5092000000027,8089.375883723883
SKU0044,Pet Supplies,2025-01-10,1789.1330000000005,1923.49,37.2,34.24566715105824,66555.74760000002,65871.19830838902,7035.747600000019,11078.13086669583
SKU0045,Pet Supplies,2025-01-10,1301.1800000000003,1404.99,44.20000000000001,41.4134807639938,57512.156000000025,58185.52633860365,8892.156000000015,12630.697498210471
SKU0046,Pet Supplies,2025-01-10,543.2650000000001,603.49,43.30000000000001,39.85742853501363,23523.37450000001,24053.559546595377,4038.3745000000054,6117.716705839242
SKU0047,Pet Supplies,2025-01-10,398.6780000000001,421.99,36.900000000000006,35.28063133548202,14711.218200000007,14888.073617260057,1796.2182000000043,2539.852649841351
SKU0048,Pet Supplies,2025-01-10,1093.515,1102.49,33.10000000000001,32.82885960670336,36195.346500000014,36193.48942779439,6405.346500000005,6647.5157817613635
SKU0049,Pet Supplies,2025-01-10,2087.9420000000005,2248.49,47.10000000000001,43.839059702829566,98342.06820000004,98571.68735121524,13562.068200000023,19661.379886122024
SKU0001,Electronics,2025-01-11,11436.388,10247.49,16.6,19.613174431068288,189844.04080000002,200985.80885062797,57044.04080000002,44080.413402081664
SKU0002,Electronics,2025-01-11,21726.140000000003,24492.99,21.6,16.995384253838274,469284.62400000007,416267.77657541836,80484.62400000007,110350.8600063294
SKU0003,Electronics,2025-01-11,36791.97900000001,36120.49,3.3000000000000007,3.4950598195241103,121413.53070000005,126243.27326052242,22413.53070000003,21391.478674799113
SKU0004,Electronics,2025-01-11,13413.274000000005,11064.49,10.8,14.698932553829671,144863.35920000006,162636.19225252286,47663.35920000006,30345.799268055813
SKU0005,Electronics,2025-01-11,7135.718000000001,8123.99,25.600000000000005,21.299264790950275,182674.38080000004,173035.01416903213,29074.380800000024,45239.42542333047
SKU0006,Electronics,2025-01-11,48678.561,50683.49,19.9,17.55822274831999,968703.3639,889912.0070822488,132903.36390000003,152466.65165280912
SKU0007,Electronics,2025-01-11,18010.474000000002,14731.99,15.900000000000002,22.23480321790408,286366.53660000005,327562.8986581307,95566.53660000005,60745.26004328176
SKU0008,Groceries,2025-01-11,705.8310000000001,785.49,48.50000000000001,43.20345362970451,34232.80350000001,33935.880791596595,7557.803500000007,10173.981295259116
SKU0009,Groceries,2025-01-11,1041.292,1141.99,68.80000000000001,63.814707199664085,71640.88960000001,72875.75747494439,13160.889599999997,18633.256355229918
SKU0010,Groceries,2025-01-11,614.8250000000002,541.99,66.50000000000001,76.3538032057801,40885.86250000002,41382.99779950076,12955.862500000014,9314.400453073114
SKU0011,Groceries,2025-01-11,657.4300000000001,694.99,51.400000000000006,48.90056731555616,33791.90200000001,33985.405278638376,7063.902000000004,8557.110274549173
SKU0012,Groceries,2025-01-11,450.16300000000007,429.49,63.900000000000006,66.98402840773616,28765.41570000001,28768.970360838604,5761.415700000005,4654.720134053587
SKU0013,Groceries,2025-01-11,351.04100000000005,280.49,61.70000000000001,77.06079788136925,21659.229700000007,21614.783197745262,4383.229700000004,37.75979096187164
SKU0014,Apparel,2025-01-11,602.7880000000001,655.49,31.000000000000007,28.0967159130097,18686.428000000007,18417.11631381873,3186.4280000000044,4368.758357313878
SKU0015,Apparel,2025-01-11,1903.3370000000004,2121.99,29.500000000000004,25.81468272606306,56148.44150000002,54778.49859787855,8948.441500000014,13475.006236177653
SKU0016,Apparel,2025-01-11,2902.8140000000003,2763.99,31.90000000000001,33.90805278807387,92599.76660000003,93721.51882570828,22419.766600000017,19123.802691945773
SKU0017,Apparel,2025-01-11,3197.7380000000003,3698.99,34.800000000000004,28.89220602081508,111281.28240000003,106871.98114893478,13841.282400000011,25973.804290652544
SKU0018,Apparel,2025-01-11,2195.228,2689.99,35.400000000000006,27.50084940000493,77711.07120000002,73977.00987751926,10451.071200000004,21725.39601750989
SKU0019,Apparel,2025-01-11,1935.974,1891.99,27.90000000000001,28.691848620706217,54013.67460000001,54284.690671889955,12163.674600000002,11246.91774083063
SKU0020,Home & Kitchen,2025-01-11,6606.702000000001,6440.49,19.6,20.30558227787023,129491.35920000004,130777.89960480043,31491.359200000024,29249.98821544928
SKU0021,Home & Kitchen,2025-01-11,4495.587,5413.99,17.300000000000004,13.427155558110645,77773.65510000003,72694.48592005545,12033.65510000001,21671.294799235
SKU0022,Home & Kitchen,2025-01-11,4376.202000000001,3923.99,13.3,15.382214962898797,58203.48660000002,60359.657692265246,15643.486600000017,11136.569810989096
SKU0023,Home & Kitchen,2025-01-11,7639.917000000001,9175.49,19.1,14.541542483005776,145922.41470000002,133425.77763739467,21772.414700000027,38905.75149785712
SKU0024,Home & Kitchen,2025-01-11,2114.8300000000004,2338.49,28.4,25.07183447132564,60061.172000000006,58630.234192850294,8941.17200000001,13500.93214446414
SKU0025,Home & Kitchen,2025-01-11,1982.164,1746.49,17.200000000000003,20.11644297609918,34093.2208,35133.16649332746,10013.220800000001,6970.146326788605
SKU0026,Beauty & Personal Care,2025-01-11,1097.3190000000002,1181.49,36.900000000000006,34.53741052425008,40491.071100000016,40805.605160296225,7281.071100000008,9721.935688471154
SKU0027,Beauty & Personal Care,2025-01-11,626.1910000000001,638.49,39.10000000000001,38.42506435057008,24484.06810000001,24534.019337195492,4934.068100000007,5321.487161910451
SKU0028,Beauty & Personal Care,2025-01-11,722.7790000000001,837.49,34.400000000000006,29.66000695863671,24863.59760000001,24839.95922778866,2503.597600000004,5560.9547046747975
SKU0029,Beauty & Personal Care,2025-01-11,2166.3900000000003,2304.49,38.60000000000001,36.29313719092174,83622.65400000002,83637.17172510724,14142.654000000015,18309.5247814481
SKU0030,Beauty & Personal Care,2025-01-11,2761.871,2761.99,43.50000000000001,43.49812990147065,120141.38850000003,120141.3998065629,24441.38850000001,24445.51402332748
SKU0031,Beauty & Personal Care,2025-01-11,510.7830000000001,562.99,33.400000000000006,30.423225389948687,17060.152200000004,17127.97166228721,2030.1522000000027,3437.5202368103023
SKU0032,Sports & Fitness,2025-01-11,3629.614000000001,3676.99,13.1,12.872862502571955,47547.94340000001,47333.38669333205,8247.943400000013,8714.799185616184
SKU0033,Sports & Fitness,2025-01-11,1105.2690000000002,1173.99,32.900000000000006,30.617369669826004,36363.35010000001,35944.48581867903,6753.350100000009,8388.853115835627
SKU0034,Sports & Fitness,2025-01-11,1962.4730000000004,2389.99,34.900000000000006,27.35051032279761,68490.30770000002,65367.44616638306,5670.307700000015,16136.527585347356
SKU0035,Sports & Fitness,2025-01-11,861.8800000000001,856.49,16.700000000000003,16.827555352535178,14393.396000000004,14412.632883892855,2703.3960000000025,2633.3441371182303
SKU0036,Sports & Fitness,2025-01-11,3296.7730000000006,3223.49,23.800000000000004,24.49635625019608,78463.19740000003,78963.75940894455,16583.197400000015,15273.233158434748
SKU0037,Sports & Fitness,2025-01-11,590.0430000000001,738.49,31.200000000000006,23.932459711206107,18409.341600000007,17673.882172128597,1249.341600000004,4511.02933096524
SKU0038,Books & Stationery,2025-01-11,549.3970000000002,542.99,47.30000000000001,47.946568818592745,25986.478100000015,26034.507402807674,4701.478100000008,4458.551434440939
SKU0039,Books & Stationery,2025-01-11,353.01500000000004,300.49,50.900000000000006,61.21282220207346,17968.463500000005,18393.840943501054,2698.4635000000026,29.994282879016552
SKU0040,Books & Stationery,2025-01-11,521.134,659.99,59.500000000000014,45.24563079293149,31007.47300000001,29861.663867026855,1257.473000000001,7238.84847056111
SKU0041,Books & Stationery,2025-01-11,280.735,250.49,57.900000000000006,65.93957352690563,16254.556500000002,16517.203772754594,1779.556500000001,32.31039102818436
SKU0042,Books & Stationery,2025-01-11,980.93,929.99,61.2,65.13089773284285,60032.916,60571.08358256653,11072.915999999997,8466.365396292244
SKU0043,Books & Stationery,2025-01-11,720.0900000000001,871.49,51.80000000000001,41.43422602764981,37300.66200000002,36109.51364083653,3630.6620000000084,9177.266722864157
SKU0044,Pet Supplies,2025-01-11,1793.4720000000002,1923.49,35.0,32.30536924279618,62771.520000000004,62139.05468482603,6771.520000000008,10450.463896352137
SKU0045,Pet Supplies,2025-01-11,1286.9930000000004,1404.99,45.8,42.517562575217696,58944.279400000014,59736.750242555114,8564.279400000018,12967.431409815645
SKU0046,Pet Supplies,2025-01-11,544.6240000000001,603.49,30.500000000000004,28.10802191680653,16611.032000000007,16962.910146573573,2886.0320000000047,4314.300284010635
SKU0047,Pet Supplies,2025-01-11,397.595,421.99,48.30000000000001,46.09500424917991,19203.838500000005,19451.63084311143,2298.8385000000017,3318.379355898462
SKU0048,Pet Supplies,2025-01-11,1087.0800000000004,1102.49,32.00000000000001,31.549442089571613,34786.56000000002,34782.94440933181,5986.560000000013,6388.446528717356
SKU0049,Pet Supplies,2025-01-11,2083.7190000000005,2248.49,51.70000000000001,48.03303709720868,107728.27230000004,108001.80358270273,14668.27230000003,21542.336807727108
SKU0001,Electronics,2025-01-12,11402.619000000002,10247.49,16.700000000000003,19.642225346765944,190423.73730000007,201283.50781873055,56823.73730000005,44145.70504460299
SKU0002,Electronics,2025-01-12,21549.225,24492.99,21.300000000000004,16.482697835195196,458998.49250000005,403710.5532504576,75598.49249999998,107021.99221694408
SKU0003,Electronics,2025-01-12,36845.11300000001,35003.49,2.7000000000000006,3.1863546147755555,99481.80510000006,111533.53189475,18481.805100000038,15942.893451483338
SKU0004,Electronics,2025-01-12,13359.175000000005,11064.49,0.8000000000000002,1.3804420523166594,10687.340000000006,15273.887283437154,3487.3400000000042,2849.90881258722
SKU0005,Electronics,2025-01-12,7090.293000000001,8123.99,19.700000000000003,16.203163575284062,139678.77210000003,131634.33885397197,21478.772100000013,34415.35740226759
SKU0006,Electronics,2025-01-12,48628.804,49897.49,28.100000000000005,25.974954831397053,1366469.3924000002,1296085.048950086,186269.39239999992,205136.94603140987
SKU0007,Electronics,2025-01-12,18201.538,14731.99,15.000000000000002,21.36830623152243,273023.07000000007,314797.6737197261,93023.07000000002,58377.99894145696
SKU0008,Groceries,2025-01-12,697.7130000000001,785.49,52.30000000000001,46.01773041417665,36490.38990000001,36146.46706303162,7725.389900000006,10836.71533523446
SKU0009,Groceries,2025-01-12,1046.148,1141.99,63.100000000000016,58.74452719055061,66011.9388,67085.66260633689,12376.938799999998,17152.814494368875
SKU0010,Groceries,2025-01-12,616.2740000000001,498.99,59.900000000000006,75.50473040176573,36914.81260000001,37676.10542317708,11756.812600000008,5964.118654435475
SKU0011,Groceries,2025-01-12,651.0520000000001,694.99,50.900000000000006,48.00239602772215,33138.54680000001,33361.185215306614,6670.546800000007,8399.9392808911
SKU0012,Groceries,2025-01-12,445.7540000000001,416.99,55.30000000000001,59.13336871712054,24650.19620000001,24658.023421352096,4742.196200000005,3370.0106831887
SKU0013,Groceries,2025-01-12,354.494,280.49,59.8,75.42268696915586,21198.7412,21155.309467978528,4454.741200000001,36.957116614887056
SKU0014,Apparel,2025-01-12,605.3190000000001,655.49,29.600000000000005,26.956331073915788,17917.442400000004,17669.60545564106,3117.4424000000026,4191.439918683166
SKU0015,Apparel,2025-01-12,1874.8400000000004,2121.99,29.800000000000004,25.599011327745146,55870.23200000002,54320.84604736191,8190.232000000013,13362.427922969682
SKU0016,Apparel,2025-01-12,2907.3870000000006,2763.99,37.2,39.60874572404874,108154.79640000004,109478.17709381346,26314.796400000025,22338.93650090624
SKU0017,Apparel,2025-01-12,3171.9290000000005,3698.99,37.30000000000001,30.660291005974305,118312.95170000006,113412.10982818888,13872.951700000025,27563.295011460832
SKU0018,Apparel,2025-01-12,2170.0800000000004,2689.99,43.7,33.5176727021295,94832.49600000003,90162.20439200134,11802.496000000017,26478.62625795528
SKU0019,Apparel,2025-01-12,1929.9940000000004,1891.99,36.400000000000006,37.28517850888359,70251.78160000003,70543.18488702267,15651.781600000017,14615.417123697278
SKU0020,Home & Kitchen,2025-01-12,6563.877,6440.49,22.90000000000001,23.507053401041706,150312.78330000007,151396.9423588751,35812.783300000025,33861.675353666564
SKU0021,Home & Kitchen,2025-01-12,4533.472000000001,5413.99,28.1,22.189136479929434,127390.56320000002,120131.76301097315,20610.56320000002,35813.0443872413
SKU0022,Home & Kitchen,2025-01-12,4417.057000000001,3923.99,22.300000000000004,26.00363305156792,98500.37110000003,102037.99605802199,27140.371100000022,18826.370293004653
SKU0023,Home & Kitchen,2025-01-12,7686.367000000002,9175.49,33.2,25.669877162352996,255187.3844000001,235533.7012043983,39387.38440000007,68679.49964910382
SKU0024,Home & Kitchen,2025-01-12,2110.2390000000005,2338.49,23.700000000000003,20.847076783641285,50012.66430000002,48750.6805877773,7352.664300000012,11225.942377222991
SKU0025,Home & Kitchen,2025-01-12,1987.3610000000003,1746.49,16.800000000000004,19.715942116651235,33387.66480000001,34433.695747310216,9867.664800000008,6831.376783998487
SKU0026,Beauty & Personal Care,2025-01-12,1102.9900000000002,1181.49,48.900000000000006,45.99987683884522,53936.21100000002,54348.39448632723,9926.211000000012,12948.505331366541
SKU0027,Beauty & Personal Care,2025-01-12,625.9130000000001,638.49,49.900000000000006,49.023897167010745,31233.05870000001,31301.26810216469,6283.058700000007,6789.319518659318
SKU0028,Beauty & Personal Care,2025-01-12,716.7130000000002,837.49,38.30000000000001,32.75902908798802,27450.107900000017,27435.359270899087,2555.107900000008,6141.990363706874
SKU0029,Beauty & Personal Care,2025-01-12,2168.5070000000005,2304.49,35.10000000000001,33.02929210798084,76114.59570000003,76115.67336992075,12934.595700000022,16662.947575555245
SKU0030,Beauty & Personal Care,2025-01-12,2765.2470000000003,2761.99,26.800000000000004,26.83197522711981,74108.61960000002,74109.64725755264,15148.61960000001,15079.301757889056
SKU0031,Beauty & Personal Care,2025-01-12,513.1510000000001,562.99,39.2,35.87961954668148,20115.519200000002,20199.867008586207,2475.519200000003,4054.038212579541
SKU0032,Sports & Fitness,2025-01-12,3588.1140000000005,3676.99,5.000000000000001,4.818940721737267,17940.570000000007,17719.196844420712,2940.570000000003,3262.3746792089114
SKU0033,Sports & Fitness,2025-01-12,1102.2720000000002,1173.99,23.500000000000004,21.778724353381072,25903.392000000007,25568.004603625846,4753.392000000004,5967.152685582881
SKU0034,Sports & Fitness,2025-01-12,1960.837,2389.99,31.9,24.95544411923165,62550.7003,59643.261890522444,5130.7002999999995,14723.462475905475
SKU0035,Sports & Fitness,2025-01-12,869.1500000000001,856.49,23.6,24.016650943893797,20511.940000000002,20570.021366935598,3991.9400000000023,3758.3657062099405
SKU0036,Sports & Fitness,2025-01-12,3291.5100000000007,3223.49,25.100000000000005,25.78009955608706,82616.90100000003,83101.89311805107,17356.90100000002,16073.634272224715
SKU0037,Sports & Fitness,2025-01-12,584.6020000000001,738.49,23.600000000000005,17.847735490712076,13796.607200000006,13180.374182535961,816.6072000000023,3364.1196626443193
SKU0038,Books & Stationery,2025-01-12,546.9690000000002,528.49,41.30000000000001,42.98049059929576,22589.819700000015,22714.75947682182,4004.8197000000077,3373.538707138725
SKU0039,Books & Stationery,2025-01-12,358.4140000000001,300.49,58.60000000000001,71.6736385918213,21003.06040000001,21537.211660456385,3423.060400000006,35.12008290999309
SKU0040,Books & Stationery,2025-01-12,525.7900000000002,659.99,62.2,47.80060982579979,32704.138000000014,31547.924478929603,1604.138000000012,7647.619566029709
SKU0041,Books & Stationery,2025-01-12,279.62300000000005,250.49,56.60000000000001,64.17109570222478,15826.661800000005,16074.217762450284,1676.661800000003,31.443836894090722
SKU0042,Books & Stationery,2025-01-12,972.727,929.99,36.2,38.17110918519,35212.7174,35498.749831134846,6252.7173999999995,4961.862482982849
SKU0043,Books & Stationery,2025-01-12,713.7460000000001,871.49,48.10000000000001,38.0627601424221,34331.18260000001,33171.314836519436,3066.182600000005,8430.520743945071
SKU0044,Pet Supplies,2025-01-12,1785.8090000000002,1923.49,45.00000000000001,41.35478220159153,80361.40500000003,79545.5100169393,8361.40500000001,13377.858494392845
SKU0045,Pet Supplies,2025-01-12,1281.5890000000002,1404.99,34.300000000000004,31.70985336768092,43958.50270000001,44552.02688305802,6228.502700000006,9671.188178609005
SKU0046,Pet Supplies,2025-01-12,547.144,603.49,44.00000000000001,40.73084754830956,24074.336000000003,24580.659186929337,4274.336000000001,6251.777790190035
SKU0047,Pet Supplies,2025-01-12,401.04100000000005,421.99,36.50000000000001,35.06109483944507,14637.996500000005,14795.431411297424,1862.9965000000022,2524.048217491651
SKU0048,Pet Supplies,2025-01-12,1075.7100000000005,1102.49,50.80000000000001,49.57079227332952,54646.068000000036,54651.30277342306,8926.068000000027,10037.589727426495
SKU0049,Pet Supplies,2025-01-12,2065.4370000000004,2248.49,48.400000000000006,44.580420047130815,99967.15080000003,100238.62867177316,12847.15080000002,19993.87258693769
SKU0001,Electronics,2025-01-13,11416.660000000002,10247.49,12.6,14.888818759547462,143849.91600000003,152573.02135027503,43049.91600000002,33462.471273895324
SKU0002,Electronics,2025-01-13,21669.139000000003,24492.99,20.4,15.955006387691633,442050.4356,390785.8119036673,74850.43560000006,103595.69692521793
SKU0003,Electronics,2025-01-13,37241.599,35132.99,2.5000000000000004,3.0274993860504145,93103.99750000003,106365.10565511535,18103.99750000001,15540.12407360291
SKU0004,Electronics,2025-01-13,13356.125000000004,11064.49,1.1000000000000003,1.776242108325658,14691.737500000008,19653.21304514816,4791.737500000006,3667.0340702172375
